language	member_id	form	pos	branch_gloss	layer	candidate	core_or_root_reading	support_root	classical_sources	licensed_rules	score	status
gothic	kaikki_gothic_2026_07_23:5543:en-alabrunstim-got-romanization-1HsyaetS	alabrunstim	romanization	romanization of 𐌰𐌻𐌰𐌱𐍂𐌿𐌽𐍃𐍄𐌹𐌼	nucleus	تب	ضعف الشيء المتجمع أو ذهاب غلظه	تبع	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-04	0.040423	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:6305:en-flahtom-got-romanization-mReqXGUT	flahtom	romanization	romanization of 𐍆𐌻𐌰𐌷𐍄𐍉𐌼	nucleus	تب	ضعف الشيء المتجمع أو ذهاب غلظه	تبع	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-04	0.040423	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:6330:en-fraistubnja-got-romanization-Vz-sS3sc	fraistubnja	romanization	romanization of 𐍆𐍂𐌰𐌹𐍃𐍄𐌿𐌱𐌽𐌾𐌰	nucleus	تب	ضعف الشيء المتجمع أو ذهاب غلظه	تبع	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.040423	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:6365:en-fraqistnandam-got-romanization-8jRnNZp1	fraqistnandam	romanization	romanization of 𐍆𐍂𐌰𐌵𐌹𐍃𐍄𐌽𐌰𐌽𐌳𐌰𐌼	nucleus	تب	ضعف الشيء المتجمع أو ذهاب غلظه	تبع	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-04	0.040423	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:6371:en-frastim-got-romanization-zZWJC2pj	frastim	romanization	romanization of 𐍆𐍂𐌰𐍃𐍄𐌹𐌼	nucleus	تب	ضعف الشيء المتجمع أو ذهاب غلظه	تبع	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-04	0.040423	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:6372:en-frastisibja-got-romanization-IVvX2qOl	frastisibja	romanization	romanization of 𐍆𐍂𐌰𐍃𐍄𐌹𐍃𐌹𐌱𐌾𐌰	nucleus	تب	ضعف الشيء المتجمع أو ذهاب غلظه	تبع	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.040423	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:6448:en-frumistam-got-romanization-AcT14BDf	frumistam	romanization	romanization of 𐍆𐍂𐌿𐌼𐌹𐍃𐍄𐌰𐌼	nucleus	تب	ضعف الشيء المتجمع أو ذهاب غلظه	تبع	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-04	0.040423	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:6449:en-frumistamma-got-romanization-TE65JbyV	frumistamma	romanization	romanization of 𐍆𐍂𐌿𐌼𐌹𐍃𐍄𐌰𐌼𐌼𐌰	nucleus	تب	ضعف الشيء المتجمع أو ذهاب غلظه	تبع	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-04	0.040423	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:6450:en-frumistjam-got-romanization-IHdukwK2	frumistjam	romanization	romanization of 𐍆𐍂𐌿𐌼𐌹𐍃𐍄𐌾𐌰𐌼	nucleus	تب	ضعف الشيء المتجمع أو ذهاب غلظه	تبع	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-04	0.040423	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:6632:en-gahaitam-got-romanization-hQ4Ryxk8	gahaitam	romanization	romanization of 𐌲𐌰𐌷𐌰𐌹𐍄𐌰𐌼	nucleus	تب	ضعف الشيء المتجمع أو ذهاب غلظه	تبع	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-04	0.040423	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:6633:en-gahaitandeim-got-romanization-lJCDKFHl	gahaitandeim	romanization	romanization of 𐌲𐌰𐌷𐌰𐌹𐍄𐌰𐌽𐌳𐌴𐌹𐌼	nucleus	تب	ضعف الشيء المتجمع أو ذهاب غلظه	تبع	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-04	0.040423	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:7989:en-rinnau-got-romanization-kI~l~pLM	rinnau	romanization	romanization of 𐍂𐌹𐌽𐌽𐌰𐌿	root	رمن	رمنرُمَّانٌ [The pomegranate;] a certain fruit, (T,) the produce of a certain tree, (M,) well known: (T, S, M, K:) n. un. with ة: (S, M, Msb, K:) the sweet sort thereof relaxes the state of the bowels, and cough; the sour sort has the contrary effect; and tha…	رمن	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LIQ-02	0.068199	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:7214:en-haftam-got-romanization-Zody4bsu	haftam	romanization	romanization of 𐌷𐌰𐍆𐍄𐌰𐌼	nucleus	تب	ضعف الشيء المتجمع أو ذهاب غلظه	تبع	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-04	0.040423	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:7252:en-haltamma-got-romanization-INMYV6C~	haltamma	romanization	romanization of 𐌷𐌰𐌻𐍄𐌰𐌼𐌼𐌰	nucleus	تب	ضعف الشيء المتجمع أو ذهاب غلظه	تبع	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-04	0.040423	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:7571:en-laistim-got-romanization-D5IRi-Wj	laistim	romanization	romanization of 𐌻𐌰𐌹𐍃𐍄𐌹𐌼	nucleus	تب	ضعف الشيء المتجمع أو ذهاب غلظه	تبع	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-04	0.040423	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:7572:en-laistjaima-got-romanization-tqx2N62f	laistjaima	romanization	romanization of 𐌻𐌰𐌹𐍃𐍄𐌾𐌰𐌹𐌼𐌰	nucleus	تب	ضعف الشيء المتجمع أو ذهاب غلظه	تبع	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-04	0.040423	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:7669:en-lustum-got-romanization-dLdGMB1I	lustum	romanization	romanization of 𐌻𐌿𐍃𐍄𐌿𐌼	nucleus	تب	ضعف الشيء المتجمع أو ذهاب غلظه	تبع	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-04	0.040423	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:7670:en-lustusamans-got-romanization-wESqHJZ~	lustusamans	romanization	romanization of 𐌻𐌿𐍃𐍄𐌿𐍃𐌰𐌼𐌰𐌽𐍃	nucleus	تب	ضعف الشيء المتجمع أو ذهاب غلظه	تبع	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-04	0.040423	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:7681:en-mahtim-got-romanization-WKFy2VX0	mahtim	romanization	romanization of 𐌼𐌰𐌷𐍄𐌹𐌼	nucleus	تب	ضعف الشيء المتجمع أو ذهاب غلظه	تبع	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-04	0.040423	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:7685:en-maistam-got-romanization-FmgJxmLo	maistam	romanization	romanization of 𐌼𐌰𐌹𐍃𐍄𐌰𐌼	nucleus	تب	ضعف الشيء المتجمع أو ذهاب غلظه	تبع	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-04	0.040423	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:7723:en-marikreitum-got-romanization-re7LpbKe	marikreitum	romanization	romanization of 𐌼𐌰𐍂𐌹𐌺𐍂𐌴𐌹𐍄𐌿𐌼	nucleus	تب	ضعف الشيء المتجمع أو ذهاب غلظه	تبع	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-04	0.040423	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:8101:en-sinteinom-got-romanization-6c3doJml	sinteinom	romanization	romanization of 𐍃𐌹𐌽𐍄𐌴𐌹𐌽𐍉𐌼	nucleus	تب	ضعف الشيء المتجمع أو ذهاب غلظه	تبع	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-04	0.040423	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:8102:en-sitaiwa-got-romanization-PFIhczI-	sitaiwa	romanization	romanization of 𐍃𐌹𐍄𐌰𐌹𐍅𐌰	nucleus	تب	ضعف الشيء المتجمع أو ذهاب غلظه	تبع	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-05	0.040423	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:8201:en-spedistaim-got-romanization-1jOJKrKe	spedistaim	romanization	romanization of 𐍃𐍀𐌴𐌳𐌹𐍃𐍄𐌰𐌹𐌼	nucleus	تب	ضعف الشيء المتجمع أو ذهاب غلظه	تبع	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-04	0.040423	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:8202:en-spedistamma-got-romanization-j~yp99jw	spedistamma	romanization	romanization of 𐍃𐍀𐌴𐌳𐌹𐍃𐍄𐌰𐌼𐌼𐌰	nucleus	تب	ضعف الشيء المتجمع أو ذهاب غلظه	تبع	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-04	0.040423	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:8216:en-stabim-got-romanization-HDnbnlXo	stabim	romanization	romanization of 𐍃𐍄𐌰𐌱𐌹𐌼	nucleus	تب	ضعف الشيء المتجمع أو ذهاب غلظه	تبع	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.040423	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:8217:en-stadim-got-romanization-rfYIcFxh	stadim	romanization	romanization of 𐍃𐍄𐌰𐌳𐌹𐌼	nucleus	تب	ضعف الشيء المتجمع أو ذهاب غلظه	تبع	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-04	0.040423	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:8219:en-stainahamma-got-romanization-R1eTOTyw	stainahamma	romanization	romanization of 𐍃𐍄𐌰𐌹𐌽𐌰𐌷𐌰𐌼𐌼𐌰	nucleus	تب	ضعف الشيء المتجمع أو ذهاب غلظه	تبع	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-04	0.040423	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:8220:en-staineinaim-got-romanization-f~K6fX0d	staineinaim	romanization	romanization of 𐍃𐍄𐌰𐌹𐌽𐌴𐌹𐌽𐌰𐌹𐌼	nucleus	تب	ضعف الشيء المتجمع أو ذهاب غلظه	تبع	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-04	0.040423	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:8224:en-stammana-got-romanization-2b8DnFNT	stammana	romanization	romanization of 𐍃𐍄𐌰𐌼𐌼𐌰𐌽𐌰	nucleus	تب	ضعف الشيء المتجمع أو ذهاب غلظه	تبع	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-04	0.040423	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:8228:en-stauidedeima-got-romanization-uNM4Gn8i	stauidedeima	romanization	romanization of 𐍃𐍄𐌰𐌿𐌹𐌳𐌴𐌳𐌴𐌹𐌼𐌰	nucleus	تب	ضعف الشيء المتجمع أو ذهاب غلظه	تبع	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-04	0.040423	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:9891:en-𐌲𐌰𐌷𐌰𐌱𐌰𐌽-got-verb-j02LgJnN	𐌲𐌰𐌷𐌰𐌱𐌰𐌽	verb	to hold (onto), to retain	nucleus	غف	قلة ما يكون على جانب عريض من الشيء	غفل	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	GUT-04+LAB-02	0.288675	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:9498:en-𐌼𐌹𐌺𐌹𐌻𐌹𐌽𐍃-got-adj-K1iwY5fk	𐌼𐌹𐌺𐌹𐌻𐌹𐌽𐍃	adj	weak genitive masculine/neuter singular of 𐌼𐌹𐌺𐌹𐌻𐍃 (mikils)	nucleus	قص	نوع من القطع مع التسوية والتتابع الممتد	قصف	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.166667	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:9887:en-𐌰𐍄𐌲𐌰𐌲𐌲𐌰𐌽-got-verb-8Mda6h6g	𐌰𐍄𐌲𐌰𐌲𐌲𐌰𐌽	verb	to come up to	nucleus	تن	الضغط على القوة الباطنية للشيء	وتن	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.114708	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:9721:en-𐌲𐌹𐌱𐌰𐌽-got-verb-jKZk8JaJ	𐌲𐌹𐌱𐌰𐌽	verb	to give	nucleus	كن	الاستتار في جوف شيء	كند	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.112509	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:9812:en-𐍄𐌴𐌺𐌰𐌽-got-verb-lk95B6zw	𐍄𐌴𐌺𐌰𐌽	verb	to touch	nucleus	طم	الملء والتغطية حتى الإخفاء	طمث	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LIQ-02	0.111803	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:9416:en-𐌲𐌰𐌲𐌲𐌰𐌽𐌳𐌰-got-verb-yfgELEkD	𐌲𐌰𐌲𐌲𐌰𐌽𐌳𐌰	verb	first/second/third-person plural present passive indicative of 𐌲𐌰𐌲𐌲𐌰𐌽 (gaggan)	nucleus	قم	تجمع الشيء أو تضامه في كتلة قوية مع تسنم أو ارتفاع	قمطر	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LIQ-02	0.107833	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:9701:en-𐍃𐌰𐍄𐌾𐌰𐌽-got-verb-9wwAd2r4	𐍃𐌰𐍄𐌾𐌰𐌽	verb	to set	nucleus	صن	الاحتواء في الجوف أو الإمساك في الأثناء بتمكن أو دوام	صنم	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.100000	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:9829:en-𐌺𐍂𐌴𐌺𐍃-got-noun-JL2AH1Fo	𐌺𐍂𐌴𐌺𐍃	noun	Greek (person)	nucleus	قس	تتبع أو تتابع وامتداد بصلابة أو حدة	قسطس	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.100000	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:9824:en-𐌸𐌰𐌲𐌺𐌾𐌰𐌽-got-verb-ci5lfH8k	𐌸𐌰𐌲𐌺𐌾𐌰𐌽	verb	to think	nucleus	قم	تجمع الشيء أو تضامه في كتلة قوية مع تسنم أو ارتفاع	قمط	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LIQ-02	0.099504	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:9829:en-𐌺𐍂𐌴𐌺𐍃-got-noun-JL2AH1Fo	𐌺𐍂𐌴𐌺𐍃	noun	Greek (person)	nucleus	لق	الصدم أو الالتقاء بالشيء في الحيز بقوة	لقب	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LIQ-01	0.099015	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:10391:en-𐌻𐌰𐌿𐍆𐍃-got-noun-got:Q33971	𐌻𐌰𐌿𐍆𐍃	noun	leaf (part of a plant)	nucleus	لس	قلة مفارقة المنشأ أو المقر	ليس	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.408248	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:10648:en-𐍆𐌴𐍂𐌰-got-noun-9dhp-o-4	𐍆𐌴𐍂𐌰	noun	side, flank, part	nucleus	فل	انفصال ندورًا أو نتوءًا مع ضعف	فلك	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LIQ-01	0.288675	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:9958:en-𐌱𐌹𐌽𐌹𐌿𐌷𐍃𐌾𐌰𐌽-got-verb-hU9Q7SdZ	𐌱𐌹𐌽𐌹𐌿𐌷𐍃𐌾𐌰𐌽	verb	to reconnoiter, to scout out	nucleus	نع	الرخاوة والطراءة وما إلى ذلك رقة الأثناء	نعق	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	GUT-04	0.192450	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:9912:en-𐌰𐍆𐍃𐌺𐌰𐌹𐌳𐌰𐌽-got-verb-7OONnOCz	𐌰𐍆𐍃𐌺𐌰𐌹𐌳𐌰𐌽	verb	to separate off, to sever	nucleus	فص	تميز جزئي مع قوة	فصم	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.185695	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:10388:en-𐌷𐌰𐍂𐌾𐌹𐍃-got-noun-sv1c26Kx	𐌷𐌰𐍂𐌾𐌹𐍃	noun	army	nucleus	هز	التحرك حركة خفيفة مضطربة وما يلزم ذلك من الخفة	هزم	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	SIB-03	0.171499	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:9909:en-𐌰𐍆𐌼𐌰𐌹𐍄𐌰𐌽-got-verb-sTi2-ixA	𐌰𐍆𐌼𐌰𐌹𐍄𐌰𐌽	verb	to cut off, to chop off, to sever	nucleus	بت	القطع والانفصال	بتك	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-02	0.169842	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:10282:en-𐌳𐌰𐌲𐍃_𐌰𐍆𐌰𐍂𐍃𐌰𐌱𐌱𐌰𐍄𐌴-got-noun-bSW6erZA	𐌳𐌰𐌲𐍃 𐌰𐍆𐌰𐍂𐍃𐌰𐌱𐌱𐌰𐍄𐌴	noun	Sunday, the first day of the week	nucleus	قم	تجمع الشيء أو تضامه في كتلة قوية مع تسنم أو ارتفاع	قمطر	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-04	0.152499	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:10789:en-𐌰𐍆𐍃𐌻𐌰𐌷𐌰𐌽-got-verb-Mw5xrnj2	𐌰𐍆𐍃𐌻𐌰𐌷𐌰𐌽	verb	to cut off	nucleus	فص	تميز جزئي مع قوة	فصم	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.151620	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:10244:en-𐍅𐌰𐌹𐌷𐍄𐍃-got-noun-XelNaRrj	𐍅𐌰𐌹𐌷𐍄𐍃	noun	thing	nucleus	بع	الخروج والانتقال من حوزة	بعثر	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	GUT-04+LAB-05	0.147442	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:9955:en-𐌱𐌹𐌺𐌿𐌺𐌾𐌰𐌽-got-verb-~6qbGsC-	𐌱𐌹𐌺𐌿𐌺𐌾𐌰𐌽	verb	to kiss all over, to cover with kisses; to bekiss	nucleus	قن	النفاذ في الباطن أو الأخذ إليه بعمق أو امتداد	قنع	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.145095	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:10935:en-𐌿𐌽𐌼𐌰𐌷𐍄𐌴𐌹𐌲𐍃-got-adj-SBukAZyd	𐌿𐌽𐌼𐌰𐌷𐍄𐌴𐌹𐌲𐍃	adj	weak	nucleus	قص	نوع من القطع مع التسوية والتتابع الممتد	قصف	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.408248	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:11173:en-𐌲𐌰𐌵𐌿𐌼𐌸𐍃-got-noun-zEZ1YND1	𐌲𐌰𐌵𐌿𐌼𐌸𐍃	noun	gathering, congregation, assembly	nucleus	جم	التجمع والكثرة	جمع	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.408248	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:11311:en-𐌷𐌰𐌽𐍃𐌰-got-noun-EDqxpkHG	𐌷𐌰𐌽𐍃𐌰	noun	a crowd, gathering	nucleus	غم	نوع من التغطية والحجب	غمر	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	GUT-04+LIQ-02	0.353553	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:10820:en-𐌰𐍆𐍄𐌿𐌼𐌹𐍃𐍄𐍃-got-adj-NLmkFIAU	𐌰𐍆𐍄𐌿𐌼𐌹𐍃𐍄𐍃	adj	very last, last of all	nucleus	تن	الضغط على القوة الباطنية للشيء	وتن	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LIQ-02	0.187317	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:10932:en-𐌼𐌰𐌷𐍄𐍃-got-noun-CmVQxO1i	𐌼𐌰𐌷𐍄𐍃	noun	might, power, ability	nucleus	بط	التجمع الرخو المكتنز مع الشق عنه أو قطعه	بطش	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-04	0.149626	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:10903:en-𐌲𐌰𐌻𐌰𐌿𐌱𐌴𐌹𐌽𐍃-got-adj-BLNFEBZK	𐌲𐌰𐌻𐌰𐌿𐌱𐌴𐌹𐌽𐍃	adj	faithful, religious	nucleus	كم	تغطية الشيء بغطاء زائد على حقيقته	كمل	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-04	0.144338	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:10963:en-𐌰𐌹𐌽𐌰𐌷𐍃-got-adj-IH69YEH4	𐌰𐌹𐌽𐌰𐌷𐍃	adj	only, sole	nucleus	نع	الرخاوة والطراءة وما إلى ذلك رقة الأثناء	نعل	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	GUT-04	0.138675	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:10805:en-𐌰𐍆𐍃𐍅𐌰𐌲𐌲𐍅𐌾𐌰𐌽-got-verb-rxzpZ3HW	𐌰𐍆𐍃𐍅𐌰𐌲𐌲𐍅𐌾𐌰𐌽	verb	to despair	nucleus	قن	النفاذ في الباطن أو الأخذ إليه بعمق أو امتداد	قنط	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.132453	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:11137:en-𐌰𐌽𐌳𐍅𐌰𐌹𐍂𐌸𐌹-got-noun-ipVNKISK	𐌰𐌽𐌳𐍅𐌰𐌹𐍂𐌸𐌹	noun	presence (often used with 𐌹𐌽 (in) + dative case to mean in face of or in the presence of .. )	nucleus	نل	دقة في الشيء الحاصل أو التحصيل	نيل	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LIQ-01	0.125988	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:11022:en-𐌲𐌰𐌻𐌰𐌿𐌱𐌾𐌰𐌽-got-verb-HnCONkz-	𐌲𐌰𐌻𐌰𐌿𐌱𐌾𐌰𐌽	verb	to believe	nucleus	جب	التجسم والبروز مع القطع أو الاستواء	جبت	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.124035	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:12001:en-𐍅𐌰𐌹𐌷𐍄-got-noun-XelNaRrj	𐍅𐌰𐌹𐌷𐍄	noun	thing	nucleus	بع	الخروج والانتقال من حوزة	بعثر	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	GUT-04+LAB-05	0.147442	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:12366:en-𐍂𐌴𐌹𐌺𐌹𐍃𐍄𐌹𐌽-got-adj-3YZAtw5j	𐍂𐌴𐌹𐌺𐌹𐍃𐍄𐌹𐌽	adj	weak dative masculine/neuter plural of 𐍂𐌴𐌹𐌺𐌹𐍃𐍄𐍃 (reikists), the superlative degree of 𐍂𐌴𐌹𐌺𐌴𐌹𐍃 (reikeis)	nucleus	قص	نوع من القطع مع التسوية والتتابع الممتد	قصف	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.136083	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:12001:en-𐍅𐌰𐌹𐌷𐍄-got-noun-XelNaRrj	𐍅𐌰𐌹𐌷𐍄	noun	thing	nucleus	بت	القطع والانفصال	بتك	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-05	0.113228	REVIEW-CANDIDATE-NOT-VERDICT
gothic	kaikki_gothic_2026_07_23:12001:en-𐍅𐌰𐌹𐌷𐍄-got-noun-XelNaRrj	𐍅𐌰𐌹𐌷𐍄	noun	thing	nucleus	حت	تفتت الرقيق الجاف حكًا أو تسيبه	حوت	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.113228	REVIEW-CANDIDATE-NOT-VERDICT
